Age,Breed1,Breed2,Gender,Color1,Color2,Color3,MaturitySize,FurLength,Vaccinated,Dewormed,Sterilized,Health,Quantity,Fee,State,VideoAmt,PhotoAmt,BreedPure,ColorAmt,Adopted,LengthOfDescription,Sentiment,AdoptionSpeed
1,76,218,2,1,7,0,2,1,1,1,1,1,1,0,41326,0,27,0,2,0,389.0,0.99,4
1,307,307,2,2,0,0,2,2,2,1,2,1,1,0,41326,0,14,0,1,1,12.0,0.0,2
2,266,266,2,2,7,0,2,1,2,2,2,1,1,0,41401,0,3,1,2,1,387.0,0.75,1
8,243,0,2,1,6,7,2,1,1,1,1,1,3,300,41326,0,2,1,3,0,186.0,0.96,4
72,307,0,2,1,2,7,2,1,1,1,1,1,1,0,41327,0,1,0,3,0,96.0,0.92,4
4,307,307,1,1,2,7,2,2,1,1,2,1,1,0,41326,0,2,0,3,1,12.0,0.0,2
2,266,0,2,2,6,0,2,1,2,2,2,1,1,0,41401,0,1,1,2,1,23.0,0.0,2
4,103,307,3,1,2,5,2,1,2,1,2,1,2,0,41326,0,5,0,3,1,280.0,0.81,3
3,307,0,2,1,2,0,2,1,2,2,2,1,1,0,41326,1,4,0,2,0,313.0,0.98,4
4,265,0,3,2,5,7,2,2,1,1,2,1,2,0,41401,0,11,1,3,1,1081.0,0.9,1
1,266,0,2,1,4,7,2,1,2,2,2,1,1,0,41326,0,3,1,3,1,178.0,0.92,3
3,307,0,1,2,7,0,2,2,1,1,2,1,1,0,41326,0,4,0,2,1,208.0,0.54,1
5,265,266,3,5,6,7,2,2,2,2,2,1,3,0,41326,0,12,0,3,1,1117.0,0.95,3
2,307,0,3,1,2,5,2,1,2,2,2,1,4,0,41326,0,4,0,3,1,277.0,0.99,3
3,265,0,1,3,4,7,1,2,3,3,3,1,1,0,41326,0,4,1,3,1,45.0,0.82,1
12,266,0,2,1,2,6,3,1,2,2,2,1,1,0,41326,0,3,1,3,1,1067.0,0.99,3
4,265,0,1,1,0,0,2,2,2,2,2,1,1,0,41326,2,11,1,1,0,548.0,0.99,4
1,307,0,2,1,2,5,2,2,2,1,2,1,3,0,41401,0,1,0,3,1,57.0,0.57,3
3,265,254,2,1,2,7,2,2,2,1,2,1,1,0,41326,0,4,0,3,1,902.0,0.98,1
7,307,307,1,1,7,0,2,1,1,1,1,1,1,0,41401,0,1,0,2,0,30.0,0.32,4
1,307,307,1,2,5,7,2,2,1,1,2,1,1,0,41326,0,2,0,3,1,297.0,0.96,1
2,307,0,2,1,2,0,2,2,2,2,2,1,1,0,41330,0,2,0,2,1,252.0,0.97,2
12,266,266,1,1,6,7,2,1,1,1,1,1,1,0,41361,0,3,1,3,0,59.0,0.71,4
3,265,0,2,3,7,0,2,2,1,1,1,1,1,0,41326,0,2,1,2,0,8.0,0.49,4
3,266,0,3,1,6,7,1,1,2,2,2,1,2,0,41326,1,2,1,3,1,289.0,0.95,1
1,265,265,3,1,2,7,2,2,2,2,2,1,2,0,41401,0,5,1,3,1,401.0,-0.92,1
4,78,307,2,1,2,0,2,1,1,1,2,1,1,0,41326,0,6,0,2,1,161.0,0.92,3
2,266,0,2,2,4,5,2,1,1,1,2,1,1,0,41326,0,5,1,3,1,459.0,0.96,2
30,205,0,2,7,0,0,1,2,1,1,2,1,1,500,41326,0,5,1,1,1,295.0,0.87,3
1,266,0,2,4,6,7,1,1,2,1,2,1,1,0,41327,0,2,1,3,1,275.0,0.76,1
0,265,0,2,7,0,0,1,2,2,1,2,1,1,0,41326,0,3,1,1,1,347.0,0.78,1
38,17,0,1,3,5,7,2,2,1,1,2,1,1,0,41326,0,1,1,3,0,62.0,0.67,4
9,307,0,1,7,0,0,2,1,1,1,1,1,1,150,41326,0,5,0,1,1,206.0,0.96,3
6,288,0,2,6,7,0,2,2,3,3,3,1,1,0,41326,0,5,1,2,1,228.0,0.77,1
3,264,265,2,6,7,0,1,3,1,1,1,1,1,0,41401,0,5,0,2,1,451.0,0.99,3
2,307,0,3,5,7,0,2,2,2,2,2,1,2,0,41326,0,4,0,2,1,441.0,0.6,2
9,109,0,1,3,0,0,3,3,1,1,1,1,1,200,41326,0,3,1,1,1,55.0,0.26,1
2,307,0,2,1,2,0,2,1,2,2,2,1,1,20,41327,0,1,0,2,1,201.0,0.69,3
2,307,0,2,1,2,0,2,2,1,1,2,1,1,0,41326,0,1,0,2,1,104.0,0.1,2
3,307,0,1,1,7,0,2,2,1,1,2,1,1,0,41326,0,7,0,2,1,1182.0,0.99,3
7,307,0,1,1,2,0,3,1,1,1,1,1,1,0,41326,0,1,0,2,0,477.0,0.89,4
2,44,307,1,1,5,0,2,1,3,3,2,1,1,0,41326,0,2,0,2,1,103.0,0.71,2
4,243,300,2,2,4,5,2,1,2,2,1,1,1,0,41326,0,1,0,3,0,46.0,0.88,4
2,266,0,1,1,7,0,2,1,1,1,2,1,1,0,41326,0,4,1,2,1,523.0,0.97,2
3,307,0,2,2,0,0,2,1,1,1,2,1,1,0,41401,0,1,0,1,1,44.0,0.51,3
9,307,0,1,2,0,0,2,2,1,1,1,1,1,0,41327,0,5,0,1,0,446.0,0.95,4
4,266,0,2,4,5,7,1,1,3,1,2,1,1,0,41401,0,8,1,3,1,126.0,0.95,3
12,299,0,3,1,2,3,2,2,2,2,2,1,7,0,41401,0,6,1,3,0,122.0,0.0,4
72,141,0,1,5,0,0,3,1,1,1,2,1,1,0,41326,0,6,1,1,1,617.0,0.93,2
1,265,0,2,1,7,0,2,2,2,2,2,1,1,0,41326,0,1,1,2,1,40.0,0.8,1
2,266,0,2,1,0,0,1,1,2,1,2,1,1,0,41326,0,2,1,1,1,523.0,0.78,1
12,307,0,2,1,2,0,3,1,1,1,1,1,1,0,41326,0,20,0,2,0,248.0,0.97,4
3,247,243,2,1,6,0,2,1,2,2,2,1,1,0,41326,0,3,0,2,1,797.0,0.98,0
30,266,0,1,1,6,7,2,2,2,1,1,1,2,0,41326,0,2,1,3,1,1377.0,1.0,3
12,266,0,1,6,7,0,2,1,2,1,1,1,1,0,41336,0,3,1,2,0,1016.0,0.99,4
3,307,0,1,2,0,0,2,2,1,1,2,1,1,0,41330,0,1,0,1,1,67.0,0.44,1
24,307,0,1,5,7,0,2,1,1,1,2,1,1,0,41401,0,2,0,2,0,445.0,0.97,4
14,266,0,2,3,7,0,2,1,2,2,2,1,2,0,41324,0,4,1,2,1,259.0,0.18,3
3,265,0,1,1,2,0,2,2,2,1,2,1,1,0,41326,0,1,1,2,0,85.0,0.74,4
1,266,0,3,2,6,0,1,1,2,2,2,1,3,0,41336,0,4,1,2,1,124.0,0.92,3
2,265,266,3,4,5,7,2,2,2,2,2,1,2,0,41326,0,4,0,3,1,184.0,0.86,2
84,264,0,2,5,6,7,2,3,3,3,3,2,1,0,41401,0,2,1,3,1,322.0,-0.58,2
4,307,0,1,1,3,0,3,1,1,1,2,1,1,0,41326,0,1,0,2,1,124.0,0.44,1
5,103,307,2,1,2,0,2,1,1,1,1,1,1,0,41326,0,4,0,2,1,118.0,0.9,3
6,20,179,1,1,7,0,2,3,1,3,1,1,1,200,41326,0,3,0,2,1,156.0,0.0,2
48,307,307,2,2,0,0,2,1,3,3,1,2,1,0,41326,0,3,0,1,0,397.0,0.97,4
48,195,0,2,6,0,0,1,2,1,1,1,1,1,0,41326,0,1,1,1,1,149.0,0.94,1
12,266,0,3,1,0,0,2,1,1,1,1,1,2,0,41326,0,4,1,1,1,761.0,0.98,3
11,76,307,2,1,2,7,2,2,1,3,1,1,2,0,41335,0,1,0,3,0,909.0,0.95,4
3,266,299,1,6,7,0,2,1,2,1,2,2,1,0,41401,0,18,0,2,1,1592.0,0.97,2
1,307,307,1,2,7,0,2,1,2,2,2,1,2,0,41326,0,6,0,2,1,20.0,0.0,1
3,266,0,2,1,2,6,2,1,2,1,2,1,1,0,41326,0,1,1,3,1,428.0,0.95,3
1,307,0,2,1,2,0,2,1,1,1,2,1,1,0,41326,0,1,0,2,1,221.0,-0.34,3
4,266,266,3,1,6,7,2,2,2,1,2,1,2,0,41326,0,5,1,3,1,881.0,0.99,3
2,303,264,2,1,3,7,3,3,2,2,2,1,1,0,41326,0,1,0,3,1,522.0,0.97,1
3,39,307,2,1,5,7,2,2,2,1,2,1,1,0,41326,0,9,0,3,1,507.0,0.99,3
60,307,0,1,3,0,0,2,2,1,1,1,1,1,0,41326,0,3,0,1,1,335.0,0.54,2
5,218,307,2,3,0,0,2,1,1,1,1,1,1,0,41326,0,2,0,1,1,347.0,0.97,3
24,307,0,2,1,2,0,2,1,1,1,1,1,1,0,41401,0,8,0,2,0,99.0,0.44,4
2,307,0,1,1,2,0,2,2,1,1,2,1,1,0,41326,0,1,0,2,1,1240.0,0.98,1
12,307,307,1,1,4,0,2,1,2,1,2,1,1,0,41326,0,7,0,2,1,880.0,0.99,2
6,307,0,2,1,0,0,2,1,1,1,1,1,1,0,41326,0,15,0,1,1,320.0,0.98,3
3,266,247,2,6,7,0,1,1,2,2,2,1,1,0,41336,0,2,0,2,1,438.0,0.97,3
2,307,0,2,5,7,0,3,2,3,3,3,1,1,0,41326,0,5,0,2,1,181.0,-0.75,1
60,252,0,1,2,0,0,2,3,1,1,1,1,1,0,41401,0,1,1,1,1,424.0,0.95,3
3,307,0,2,1,0,0,1,2,2,2,2,1,1,0,41326,0,2,0,1,0,325.0,0.57,4
10,44,76,2,2,7,0,2,1,1,1,1,1,1,0,41327,0,2,0,2,0,328.0,0.88,4
12,249,0,1,6,7,0,2,2,3,3,3,1,1,0,41327,0,6,1,2,1,1613.0,0.98,1
5,266,0,2,1,7,0,2,1,2,1,2,1,1,0,41401,0,1,1,2,1,59.0,0.0,2
24,266,0,2,1,2,7,2,1,2,1,2,1,1,0,41326,0,5,1,3,0,354.0,0.0,4
2,307,0,1,1,7,0,2,1,2,1,2,1,1,0,41327,0,2,0,2,1,206.0,0.0,3
36,205,0,1,2,5,7,1,3,3,3,3,1,1,0,41401,0,2,1,3,1,374.0,0.83,3
3,141,0,2,1,0,0,3,1,1,1,3,1,1,0,41326,0,0,1,1,1,971.0,0.98,1
1,128,129,3,1,2,7,1,2,2,3,3,1,3,0,41401,0,2,0,3,1,232.0,0.97,1
6,266,0,1,4,7,0,2,2,2,1,1,1,1,100,41401,0,8,1,2,1,221.0,0.98,3
2,307,0,1,2,7,0,2,1,2,2,2,1,1,0,41401,0,2,0,2,1,391.0,-0.88,1
2,307,0,3,1,3,7,2,1,2,2,2,1,6,0,41326,0,2,0,3,1,99.0,0.61,1
1,307,307,1,2,7,0,2,2,2,2,2,1,1,0,41327,0,6,0,2,1,167.0,0.94,3
8,307,0,2,2,0,0,2,2,1,1,1,1,1,0,41327,0,1,0,1,0,252.0,0.97,4
2,307,0,2,1,2,0,2,2,2,2,2,1,1,0,41326,0,1,0,2,1,160.0,0.92,3
2,265,266,2,1,7,0,2,2,2,1,2,1,1,50,41326,0,6,0,2,1,832.0,0.98,2
1,307,0,1,1,2,0,2,1,2,1,2,1,1,0,41326,0,3,0,2,1,352.0,0.97,1
2,307,0,2,1,7,0,2,2,1,1,1,1,1,150,41401,0,13,0,2,0,80.0,0.67,4
1,266,0,2,4,0,0,1,1,2,2,2,1,1,0,41401,1,6,1,1,1,185.0,0.88,1
2,307,0,2,1,2,0,2,1,2,2,2,2,1,0,41336,0,1,0,2,0,767.0,0.97,4
2,32,307,1,1,3,0,2,1,2,1,2,1,1,0,41326,0,3,0,2,1,280.0,0.96,2
2,307,0,2,3,0,0,2,1,1,1,2,1,1,0,41326,0,1,0,1,0,105.0,0.92,4
48,205,307,1,5,0,0,1,2,1,1,1,1,1,0,41401,0,3,0,1,1,733.0,0.99,1
1,307,0,2,2,0,0,2,1,2,2,2,1,1,0,41330,0,1,0,1,1,98.0,0.87,2
2,307,0,1,1,2,0,2,2,2,2,2,1,5,0,41401,0,3,0,2,1,378.0,0.98,2
3,266,266,2,1,7,0,1,1,2,1,2,1,2,0,41326,0,5,1,2,1,450.0,0.98,2
3,266,0,1,6,0,0,1,1,2,2,2,1,2,0,41336,0,4,1,1,1,345.0,0.98,2
12,173,0,2,1,7,0,2,1,1,1,2,1,1,0,41326,0,5,1,2,1,261.0,0.83,1
2,266,0,2,1,7,0,2,1,2,2,2,1,1,0,41326,0,4,1,2,1,131.0,0.94,1
1,266,299,2,3,6,0,2,1,2,2,2,2,2,0,41326,0,6,0,2,1,612.0,0.97,3
0,179,0,1,5,0,0,2,2,3,3,3,1,1,0,41401,0,5,1,1,1,333.0,0.8,1
24,285,0,2,3,0,0,1,2,3,3,1,1,1,0,41326,0,1,1,1,1,67.0,0.73,1
96,207,0,1,1,5,6,1,2,3,3,3,1,1,0,41401,0,3,1,3,1,187.0,0.52,3
24,250,0,1,1,0,0,2,1,2,2,3,1,1,0,41326,0,1,1,1,1,88.0,0.92,2
18,179,0,1,2,0,0,2,2,1,1,3,1,1,0,41326,0,4,1,1,1,16.0,0.0,3
3,266,0,1,1,7,0,2,2,1,1,1,1,1,0,41401,0,3,1,2,0,463.0,0.98,4
1,266,0,2,1,2,7,1,1,2,1,2,2,6,0,41326,1,2,1,3,1,1134.0,0.93,2
7,266,295,2,4,0,0,2,1,1,1,1,1,1,0,41401,0,9,0,1,1,1884.0,1.0,3
1,264,265,3,1,5,7,1,2,2,2,2,1,3,0,41326,0,5,0,3,1,206.0,0.85,1
9,307,307,1,1,0,0,2,2,1,1,2,1,1,5,41401,0,5,0,1,0,716.0,0.99,4
2,307,307,3,1,2,0,2,1,2,2,2,1,5,0,41326,0,4,0,2,1,144.0,0.78,2
48,60,0,2,3,6,7,1,1,1,1,1,1,1,50,41327,0,5,1,3,1,901.0,0.98,1
2,307,0,1,2,6,7,1,1,1,1,2,1,1,0,41326,0,4,0,3,0,91.0,0.88,4
1,307,141,1,5,0,0,2,1,1,1,2,1,1,0,41325,0,1,0,1,1,703.0,0.87,2
3,307,307,3,1,2,3,2,1,2,1,2,1,3,0,41401,0,3,0,3,0,880.0,0.99,4
2,307,307,1,1,2,7,2,2,1,1,2,1,1,0,41326,0,5,0,3,1,12.0,0.0,1
1,307,0,1,1,5,7,2,2,2,1,2,1,1,0,41326,0,3,0,3,1,430.0,0.93,1
36,205,0,1,2,5,0,2,2,3,1,2,2,1,0,41326,0,1,1,2,1,50.0,0.49,2
2,265,264,2,1,2,7,2,2,1,1,2,1,1,10,41401,0,3,0,3,0,581.0,1.0,4
60,60,0,2,2,7,0,1,2,1,1,2,1,1,100,41326,0,2,1,2,1,337.0,-0.65,1
6,266,0,1,6,7,0,1,1,1,1,2,1,1,0,41401,0,5,1,2,0,403.0,0.99,4
2,307,0,1,2,0,0,2,1,1,1,2,1,1,0,41401,0,2,0,1,0,547.0,0.96,4
4,266,0,3,3,6,0,2,1,2,1,2,1,10,0,41327,0,5,1,2,0,293.0,0.86,4
1,307,0,2,1,2,0,2,2,1,1,2,1,1,0,41326,0,9,0,2,1,417.0,0.92,3
3,307,307,1,1,2,0,2,1,2,1,2,1,1,150,41326,0,3,0,2,0,68.0,0.32,4
6,273,0,1,3,0,0,2,2,2,2,2,1,1,0,41326,0,2,1,1,0,121.0,0.82,4
1,266,0,3,3,6,7,1,1,2,2,2,1,4,0,41326,0,3,1,3,1,481.0,-0.24,1
2,265,0,2,2,0,0,3,2,2,1,3,1,1,0,41326,0,2,1,1,1,392.0,0.0,1
4,307,0,1,2,7,0,2,1,2,2,2,1,1,0,41401,0,2,0,2,0,63.0,0.81,4
1,266,0,2,1,7,0,2,1,2,1,2,1,1,0,41401,0,3,1,2,1,280.0,0.96,1
8,265,0,2,6,0,0,2,2,1,1,1,1,1,0,41401,0,5,1,1,1,12.0,0.7,3
1,307,218,2,2,7,0,2,3,2,2,2,2,1,20,41327,0,2,0,2,1,175.0,0.88,2
24,264,0,1,1,7,0,2,3,1,1,1,1,1,0,41326,0,5,1,2,0,891.0,0.96,4
2,266,0,2,1,2,3,1,2,2,1,2,2,1,0,41326,0,4,1,3,1,969.0,0.98,2
14,265,0,1,1,4,7,2,2,1,1,2,1,2,0,41326,0,7,1,3,0,242.0,0.89,4
1,307,0,3,1,2,0,2,1,2,1,2,1,6,0,41401,0,3,0,2,1,454.0,0.88,2
2,307,307,2,1,7,0,2,1,2,2,2,1,1,0,41326,0,1,0,2,1,160.0,0.97,1
4,265,265,2,7,0,0,2,1,1,1,2,1,1,100,41401,0,8,1,1,0,852.0,0.99,4
1,266,0,1,2,6,7,2,1,2,2,2,1,1,0,41326,0,2,1,3,1,185.0,0.84,3
2,265,0,3,1,2,6,2,2,2,2,2,1,3,0,41326,0,4,1,3,1,42.0,0.0,3
48,266,0,1,6,7,0,2,1,1,1,1,1,1,0,41326,0,1,1,2,1,190.0,0.97,2
12,285,0,3,1,7,0,2,2,1,1,2,1,3,0,41401,1,9,1,2,1,832.0,0.96,1
9,307,0,2,5,0,0,2,1,1,1,1,1,1,0,41330,0,4,0,1,1,488.0,0.98,2
4,265,0,2,2,3,4,2,2,2,2,2,1,1,0,41326,0,1,1,3,1,130.0,-0.14,3
1,266,0,3,1,2,7,1,1,2,2,2,1,4,0,41326,0,1,1,3,1,394.0,0.59,0
1,307,0,1,2,0,0,2,1,1,1,2,1,1,0,41326,0,1,0,1,1,221.0,-0.34,3
3,307,307,2,2,7,0,2,1,1,1,2,1,1,0,41327,0,4,0,2,1,232.0,0.84,3
6,307,0,2,1,2,7,2,1,1,1,2,1,1,0,41326,0,2,0,3,0,317.0,0.95,4
7,307,0,1,1,2,7,2,2,1,1,2,1,1,0,41336,0,1,0,3,0,529.0,0.97,4
3,218,128,2,5,6,7,2,2,2,1,2,1,1,150,41401,0,8,0,3,1,95.0,0.85,1
8,307,0,2,2,7,0,2,1,2,2,2,2,1,0,41324,0,1,0,2,0,96.0,-0.4,4
1,307,0,2,1,2,0,2,1,2,2,2,1,1,0,41401,0,1,0,2,1,200.0,0.87,3
1,307,0,2,2,4,7,2,1,2,1,2,1,3,0,41326,0,6,0,3,1,140.0,0.86,2
2,179,218,2,2,7,0,2,2,2,2,2,1,1,0,41326,0,4,0,2,1,383.0,0.98,2
4,213,307,2,1,3,0,2,2,1,1,2,1,1,0,41326,0,1,0,2,1,231.0,0.98,3
2,307,0,2,1,2,5,2,1,1,1,2,1,3,0,41326,0,7,0,3,1,389.0,0.95,3
6,266,0,2,6,7,0,1,1,2,1,2,1,1,0,41401,0,4,1,2,1,18.0,0.54,3
1,307,0,2,1,2,0,2,1,3,3,2,1,1,0,41326,0,5,0,2,1,98.0,0.84,3
1,307,0,3,1,5,7,2,1,3,3,3,2,4,0,41401,0,1,0,3,0,2178.0,0.92,4
1,266,0,2,1,7,0,1,1,2,2,1,1,1,0,41326,0,6,1,2,1,662.0,0.98,1
3,266,0,1,1,6,7,1,1,2,2,2,1,1,0,41401,0,2,1,3,1,27.0,0.0,3
8,307,0,2,2,5,0,2,1,1,1,1,1,1,0,41326,0,3,0,2,0,8.0,0.49,4
4,266,0,1,3,0,0,2,2,2,2,2,1,1,0,41326,0,5,1,1,1,349.0,0.92,1
6,307,0,2,2,0,0,2,1,1,1,2,1,1,0,41326,0,13,0,1,1,3125.0,0.96,3
2,307,0,1,1,0,0,2,1,2,1,2,1,1,0,41326,0,6,0,1,1,398.0,0.98,1
12,299,247,1,1,2,6,2,1,1,1,1,1,1,0,41401,0,6,0,3,1,697.0,0.99,2
1,266,0,3,1,4,7,1,1,2,2,2,1,3,0,41401,0,4,1,3,1,130.0,0.0,3
168,69,0,1,3,0,0,2,3,3,3,3,1,1,0,41326,0,5,1,1,1,326.0,0.91,3
3,266,0,2,1,2,7,1,1,2,1,2,1,1,0,41401,0,2,1,3,1,390.0,0.95,1
1,266,265,3,3,5,7,2,1,3,1,2,1,6,0,41326,0,1,0,3,1,360.0,0.79,1
4,266,0,2,2,0,0,2,1,2,1,2,1,1,0,41325,0,1,1,1,1,255.0,0.92,3
14,299,0,2,1,2,6,2,1,2,2,2,1,2,0,41330,0,3,1,3,0,251.0,0.94,4
53,179,0,1,2,5,0,1,2,1,1,3,1,1,0,41330,0,2,1,2,1,186.0,0.95,2
2,307,187,1,1,7,0,2,2,2,2,2,1,1,0,41401,0,3,0,2,1,104.0,0.87,2
1,307,0,1,1,2,0,2,1,2,2,2,1,1,0,41326,0,4,0,2,1,36.0,0.42,1
2,307,0,1,1,2,0,2,1,2,1,2,1,1,0,41327,0,3,0,2,1,198.0,0.4,2
26,307,0,2,2,7,0,2,1,1,1,1,1,1,0,41326,0,2,0,2,0,156.0,0.94,4
10,266,299,2,1,6,7,2,1,2,1,2,1,1,0,41326,0,1,0,3,0,3.0,-0.25,4
2,265,292,3,1,2,7,2,2,2,1,2,1,5,0,41401,0,6,0,3,1,141.0,0.0,2
48,20,20,2,1,2,7,2,1,1,1,1,1,1,0,41326,0,2,1,3,1,184.0,0.9,1
2,307,0,2,1,0,0,2,1,1,1,2,1,1,0,41326,0,3,0,1,0,76.0,0.67,4
1,299,0,1,1,5,6,1,1,2,2,2,1,1,0,41326,0,6,1,3,1,513.0,0.93,3
3,307,0,2,5,7,0,2,1,1,1,1,1,1,300,41326,0,3,0,2,0,555.0,0.99,4
12,213,307,2,7,0,0,1,3,3,3,3,1,1,0,41401,0,5,0,1,1,1246.0,0.94,1
24,266,0,2,1,4,7,3,1,2,2,2,1,1,0,41401,0,1,1,3,0,203.0,0.96,4
4,266,0,1,3,7,0,2,1,2,1,2,1,1,30,41326,0,3,1,2,1,453.0,0.88,3
12,266,299,2,6,7,0,1,1,1,1,1,1,1,0,41326,0,2,0,2,1,445.0,0.96,2
1,265,0,2,1,2,0,2,2,2,2,2,1,2,20,41326,0,1,1,2,1,467.0,0.63,1
3,264,0,2,4,7,0,3,3,2,1,3,1,1,0,41326,0,1,1,2,1,449.0,0.0,1
29,307,307,2,1,0,0,2,2,1,1,1,1,2,50,41326,0,5,0,1,0,471.0,0.95,4
30,39,141,2,1,7,0,2,1,1,1,1,1,1,0,41326,0,3,0,2,0,1574.0,0.98,4
19,307,0,1,3,7,0,3,1,1,1,2,1,1,0,41326,0,5,0,2,1,340.0,0.99,3
36,207,60,1,2,0,0,1,3,1,1,2,1,1,0,41326,0,5,0,1,1,112.0,0.77,0
3,307,0,1,2,7,0,1,1,1,1,2,1,1,0,41326,0,3,0,2,1,662.0,0.33,1
20,147,218,2,7,0,0,1,2,1,1,1,1,1,400,41326,0,2,0,1,1,185.0,0.82,1
6,307,70,2,3,0,0,3,3,1,1,1,1,1,350,41336,0,8,0,1,1,437.0,0.97,2
18,266,0,2,1,2,6,1,1,1,1,1,1,1,0,41326,0,5,1,3,1,713.0,0.99,2
18,307,0,2,2,0,0,2,1,1,1,1,1,1,50,41326,0,2,0,1,1,824.0,0.99,3
17,265,0,2,6,0,0,2,2,3,3,1,1,1,0,41326,0,2,1,1,1,510.0,0.85,2
11,205,205,2,1,5,7,1,1,3,3,3,1,1,0,41401,0,2,1,3,1,347.0,0.98,3
18,119,307,1,2,5,7,2,1,1,1,2,1,1,0,41327,0,4,0,3,0,828.0,1.0,4
4,265,0,2,1,7,0,1,2,3,3,2,1,1,50,41326,0,3,1,2,0,75.0,-0.69,4
24,272,0,1,2,7,0,2,1,3,3,2,3,1,0,41332,0,3,1,2,1,303.0,0.92,3
2,307,0,1,1,7,0,2,1,2,2,2,1,1,0,41326,0,1,0,2,0,239.0,-0.08,4
3,266,0,1,1,2,7,2,1,2,1,2,1,1,0,41336,0,3,1,3,1,360.0,0.89,2
2,307,0,1,1,7,0,2,1,2,2,2,1,1,0,41326,0,3,0,2,1,137.0,0.93,1
2,307,0,3,1,2,7,2,2,2,1,2,1,11,0,41401,0,29,0,3,0,2901.0,1.0,4
2,307,307,3,1,2,7,2,2,2,2,2,1,3,50,41326,0,9,0,3,0,217.0,0.91,4
3,266,0,3,1,4,6,1,1,1,1,2,1,3,0,41326,0,3,1,3,1,257.0,0.92,2
2,307,39,2,1,4,7,2,1,2,1,2,1,1,0,41401,0,3,0,3,1,454.0,0.93,1
2,307,0,3,1,2,0,2,2,2,1,2,1,4,0,41335,0,3,0,2,1,376.0,0.89,1
7,292,266,2,2,7,0,2,1,2,1,2,1,1,0,41326,0,6,0,2,1,158.0,0.94,2
4,266,0,1,1,6,7,2,2,2,2,2,1,3,0,41326,0,2,1,3,1,198.0,0.93,2
2,289,266,1,1,7,0,1,1,2,2,2,1,2,50,41401,0,6,0,2,1,574.0,0.18,3
32,307,0,2,2,7,0,2,2,3,1,3,1,1,0,41330,0,2,0,2,0,179.0,0.53,4
3,307,0,2,2,7,0,2,2,1,1,2,1,1,0,41326,0,5,0,2,1,298.0,0.96,3
1,307,0,2,2,5,7,2,2,1,2,2,1,1,0,41327,0,5,0,3,0,114.0,0.45,4
3,266,0,1,7,0,0,2,1,3,1,2,1,1,0,41326,0,3,1,1,1,113.0,0.7,2
1,265,0,2,1,3,7,1,2,2,2,2,1,1,0,41401,0,6,1,3,1,225.0,0.86,2
2,141,307,1,2,7,0,2,2,2,2,2,1,1,0,41401,0,1,0,2,1,57.0,0.68,1
3,306,266,2,1,7,0,1,1,1,1,2,1,1,0,41326,0,4,0,2,1,18.0,0.68,3
1,266,0,1,1,7,0,2,1,3,3,3,1,1,0,41326,0,4,1,2,1,124.0,0.95,0
2,292,0,1,2,5,0,2,2,2,1,2,1,1,0,41326,0,11,1,2,1,294.0,0.85,3
3,307,0,2,1,2,0,2,1,2,1,2,1,1,0,41326,0,4,0,2,0,356.0,0.72,4
24,266,299,2,1,4,0,2,1,2,1,1,1,1,0,41326,0,5,0,2,0,681.0,0.99,4
12,307,0,1,2,0,0,2,2,1,1,1,1,1,0,41401,0,6,0,1,0,220.0,0.79,4
12,285,0,2,2,5,0,2,2,1,1,2,1,1,400,41326,0,5,1,2,0,365.0,0.96,4
11,292,299,2,7,0,0,1,1,2,1,1,1,2,0,41326,0,3,0,1,0,227.0,0.75,4
12,213,0,1,5,0,0,2,2,1,1,1,1,1,0,41326,0,2,1,1,1,448.0,0.53,2
2,307,0,1,1,2,0,2,1,2,2,2,1,1,0,41327,0,1,0,2,1,79.0,0.61,2
4,307,307,2,2,0,0,3,1,1,1,2,1,1,0,41326,0,1,0,1,0,69.0,0.18,4
6,307,307,1,2,3,0,1,1,3,3,3,1,1,0,41401,0,2,0,2,1,145.0,0.76,2
48,266,243,1,7,0,0,1,1,1,1,1,1,1,50,41326,0,27,0,1,1,1309.0,0.99,3
3,266,0,1,2,0,0,2,1,2,2,2,1,1,0,41326,0,3,1,1,1,50.0,0.84,1
2,307,307,2,2,0,0,2,2,2,1,2,1,1,0,41326,0,3,0,1,1,14.0,0.0,3
1,266,0,1,1,6,0,2,1,2,2,2,1,1,0,41326,0,2,1,2,1,149.0,0.93,1
17,266,0,3,1,2,7,2,1,2,1,1,1,4,200,41326,0,5,1,3,0,230.0,0.81,4
15,307,0,1,5,7,0,2,1,1,1,1,1,1,0,41326,0,4,0,2,1,89.0,0.0,3
2,265,0,1,1,0,0,2,2,3,3,3,1,1,0,41324,0,2,1,1,0,111.0,0.84,4
2,307,0,1,2,0,0,2,2,1,1,2,1,1,0,41326,0,3,0,1,1,239.0,-0.32,3
3,307,0,2,1,2,0,1,1,1,1,2,1,1,0,41401,0,6,0,2,0,27.0,0.32,4
9,307,0,2,1,2,0,2,2,1,1,2,1,2,0,41330,0,2,0,2,0,163.0,-0.65,4
5,266,0,2,1,2,5,2,1,1,1,2,1,1,0,41326,0,1,1,3,1,64.0,0.85,3
3,251,285,2,1,2,7,2,2,1,1,1,1,1,200,41401,0,2,0,3,1,243.0,0.91,1
1,206,189,1,1,2,0,1,1,2,2,2,1,1,0,41326,0,1,0,2,1,243.0,0.97,1
2,307,0,3,2,5,7,2,2,2,2,2,1,2,0,41326,0,4,0,3,1,284.0,0.88,3
