Age,Breed1,Breed2,Gender,Color1,Color2,Color3,MaturitySize,FurLength,Vaccinated,Dewormed,Sterilized,Health,Quantity,Fee,State,VideoAmt,PhotoAmt,BreedPure,ColorAmt,Adopted,LengthOfDescription,Sentiment,AdoptionSpeed
1,307,0,1,1,2,0,2,1,1,1,2,1,1,0,41326,0,6,0,2,1,210.0,0.76,3
36,179,0,2,5,0,0,1,1,1,1,3,1,1,400,41401,0,1,1,1,0,300.0,0.97,4
1,265,0,3,1,3,7,1,1,2,2,2,1,4,0,41326,0,1,1,3,1,74.0,-0.05,1
84,307,0,2,2,7,0,1,1,1,1,1,1,1,0,41326,0,2,0,2,0,604.0,0.99,4
2,307,0,1,7,0,0,2,1,2,1,2,1,1,0,41326,0,9,0,1,1,435.0,0.95,3
3,283,0,1,2,5,0,1,2,2,2,2,1,1,0,41401,0,9,1,2,1,550.0,0.98,2
1,265,0,1,1,7,0,1,1,2,1,2,1,1,0,41326,1,13,1,2,1,498.0,0.97,1
1,266,266,2,4,7,0,1,2,1,1,2,2,1,50,41326,0,10,1,2,1,330.0,0.91,3
9,195,307,1,2,0,0,1,1,1,1,2,1,1,50,41401,0,4,0,1,0,509.0,0.96,4
9,306,266,1,1,7,0,2,1,1,1,1,1,1,0,41401,0,4,0,2,1,168.0,0.91,2
2,307,0,2,2,5,7,2,2,2,2,2,1,4,0,41326,0,5,0,3,1,79.0,0.73,2
2,307,307,1,1,2,0,2,2,2,1,2,1,1,0,41326,0,3,0,2,1,12.0,0.0,2
7,307,0,2,7,0,0,2,1,2,2,1,1,1,0,41326,0,5,0,1,0,185.0,0.97,4
12,292,0,2,2,5,7,2,1,2,2,2,1,1,0,41326,0,2,1,3,0,874.0,0.96,4
0,307,0,1,1,2,3,3,1,2,2,2,1,5,0,41336,0,7,0,3,1,156.0,-0.4,2
24,205,0,1,2,7,0,1,2,1,2,2,1,1,100,41326,0,3,1,2,1,125.0,0.73,1
11,307,0,2,3,0,0,2,2,1,1,1,1,1,0,41326,0,2,0,1,1,73.0,0.78,2
3,307,0,2,2,0,0,2,1,1,1,2,1,1,0,41326,0,1,0,1,1,123.0,0.92,3
12,307,0,1,1,7,0,2,1,1,1,2,1,1,250,41326,0,3,0,2,0,127.0,0.71,4
3,266,0,1,4,7,0,2,1,2,2,2,1,1,0,41401,0,1,1,2,1,236.0,0.76,1
1,307,307,2,5,7,0,2,1,2,2,2,1,1,0,41326,0,10,0,2,1,683.0,0.98,2
24,292,299,2,4,7,0,2,1,1,1,1,1,1,0,41326,0,3,0,2,1,216.0,0.92,3
3,299,0,2,1,2,0,2,1,2,2,2,1,1,100,41401,0,4,1,2,1,264.0,0.97,2
9,276,0,2,4,7,0,3,2,1,1,2,1,1,200,41326,0,2,1,2,1,234.0,0.83,2
4,266,0,1,6,7,0,2,1,1,1,2,1,1,0,41326,0,3,1,2,1,133.0,0.86,1
8,307,0,1,4,5,0,3,1,1,1,1,1,1,80,41326,0,2,0,2,0,250.0,-0.12,4
60,205,0,1,7,0,0,1,3,3,3,1,1,1,0,41401,0,3,1,1,1,298.0,0.93,2
27,265,0,1,5,0,0,3,2,1,2,3,1,1,0,41332,0,2,1,1,1,224.0,0.81,2
1,141,307,1,2,0,0,2,1,3,3,2,1,1,0,41326,0,1,0,1,1,83.0,0.77,3
2,307,0,1,2,7,0,1,1,1,1,2,1,1,0,41326,0,2,0,2,0,91.0,0.88,4
2,150,307,3,1,2,5,2,1,1,1,2,1,6,0,41401,0,5,0,3,0,371.0,0.95,4
3,266,0,1,6,7,0,2,1,2,1,2,1,1,0,41326,0,2,1,2,1,326.0,0.96,3
8,266,0,1,2,7,0,2,1,1,1,1,1,1,0,41326,0,5,1,2,1,268.0,0.96,3
8,307,0,2,7,0,0,2,2,1,1,1,1,1,0,41401,0,3,0,1,1,121.0,0.82,2
2,307,0,2,2,0,0,2,1,1,1,2,1,1,0,41326,0,9,0,1,1,243.0,0.85,3
84,205,195,1,1,7,0,1,2,3,1,3,1,1,0,41326,0,3,0,2,1,301.0,0.95,2
3,266,292,2,6,7,0,2,1,2,1,2,1,1,0,41401,0,3,0,2,1,880.0,0.99,3
8,266,299,2,1,6,7,2,2,2,2,1,1,1,0,41326,0,1,0,3,1,239.0,0.91,2
12,307,0,1,1,0,0,2,1,3,3,3,1,2,0,41401,0,3,0,1,1,16.0,0.0,2
2,265,0,3,1,4,6,2,2,2,1,3,1,9,0,41326,0,5,1,3,1,183.0,0.81,3
6,307,0,2,2,0,0,2,1,1,1,1,1,1,0,41336,0,1,0,1,0,629.0,0.94,4
6,266,0,1,6,7,0,2,1,1,1,1,1,1,50,41401,0,0,1,2,1,95.0,0.25,3
3,265,0,2,1,7,0,2,2,2,2,2,1,2,0,41401,0,8,1,2,1,1040.0,0.98,1
2,266,0,3,1,3,6,2,1,2,2,2,1,4,0,41326,0,12,1,3,1,142.0,0.93,1
4,307,0,1,4,0,0,2,2,3,1,2,1,1,0,41326,0,8,0,1,1,341.0,0.66,2
1,266,0,2,1,7,0,2,1,2,2,2,1,1,0,41401,0,1,1,2,0,39.0,0.68,4
9,307,0,1,1,0,0,2,2,3,3,1,1,1,0,41326,0,5,0,1,1,399.0,0.95,3
2,266,0,3,4,0,0,2,1,2,2,2,1,3,0,41326,0,1,1,1,1,148.0,0.95,2
1,307,0,1,1,7,0,2,2,2,2,2,1,1,0,41326,0,4,0,2,1,552.0,0.95,1
24,265,288,1,1,5,7,3,2,3,3,3,1,1,0,41401,0,4,0,3,1,286.0,0.9,0
1,307,0,2,7,0,0,1,1,2,2,2,1,1,0,41332,2,5,0,1,1,305.0,0.61,2
36,301,266,2,1,2,0,2,1,1,1,1,1,1,0,41401,0,5,0,2,1,1479.0,0.97,3
3,307,0,2,2,0,0,2,2,1,1,2,1,1,0,41326,0,2,0,1,1,209.0,0.96,3
48,244,0,2,2,6,7,3,3,1,3,3,1,1,300,41326,0,2,1,3,1,250.0,0.91,2
3,265,0,1,5,7,0,1,2,2,2,2,1,1,0,41335,0,2,1,2,1,80.0,-0.4,1
6,213,307,2,2,7,0,1,2,1,1,1,1,1,0,41326,0,4,0,2,1,146.0,0.78,3
5,265,0,2,1,6,0,2,2,2,1,2,1,2,0,41401,0,1,1,2,0,169.0,0.57,4
3,306,0,1,1,7,0,1,1,1,1,2,1,1,0,41326,0,3,1,2,0,502.0,0.69,4
1,265,0,2,1,7,0,1,1,2,2,2,1,1,0,41401,0,3,1,2,1,112.0,0.8,1
3,251,0,3,1,5,6,2,2,2,2,2,1,3,50,41401,0,4,1,3,0,51.0,0.4,4
3,307,0,3,1,2,3,2,1,1,1,2,1,3,15,41326,0,8,0,3,1,311.0,0.84,2
1,307,0,3,2,7,0,2,1,1,1,2,1,2,0,41326,8,26,0,2,1,625.0,0.89,3
1,265,265,2,1,0,0,1,2,2,2,2,1,1,0,41401,0,4,1,1,0,224.0,0.96,4
72,213,103,2,1,0,0,2,2,3,3,1,1,1,0,41326,0,2,0,1,0,229.0,0.89,4
2,265,0,1,1,7,0,1,2,2,1,2,1,1,0,41326,0,3,1,2,1,19.0,0.0,3
36,264,0,1,6,0,0,2,3,3,3,3,1,1,0,41326,0,5,1,1,1,498.0,0.97,1
4,307,307,2,1,4,7,2,1,2,2,2,1,3,0,41401,0,0,0,3,0,153.0,0.94,4
6,266,0,1,2,4,7,1,1,2,2,2,1,3,0,41401,0,4,1,3,0,385.0,0.93,4
1,307,0,3,7,0,0,3,2,2,2,2,1,2,0,41326,0,4,0,1,1,190.0,0.97,3
2,307,0,3,1,2,0,2,2,3,3,3,1,6,0,41401,0,4,0,2,1,239.0,0.87,2
60,49,0,1,2,0,0,2,1,3,3,3,1,1,0,41326,0,1,1,1,1,418.0,0.98,1
3,266,0,2,2,5,7,2,1,2,1,3,1,1,0,41326,0,2,1,3,1,284.0,0.0,1
4,307,0,1,2,7,0,2,1,1,1,2,1,1,0,41326,0,1,0,2,1,96.0,0.69,1
4,307,0,1,1,0,0,3,2,1,1,1,1,1,0,41326,0,2,0,1,1,105.0,0.87,1
2,266,0,3,1,3,7,2,1,2,2,2,1,6,0,41401,0,19,1,3,1,917.0,0.91,3
3,307,0,1,2,0,0,2,1,2,2,2,1,1,0,41326,0,1,0,1,1,231.0,0.95,3
6,102,0,2,1,2,0,1,1,2,2,2,1,1,0,41401,0,5,1,2,1,762.0,0.99,3
2,307,307,2,2,3,5,2,1,3,3,3,1,1,0,41326,0,3,0,3,0,91.0,0.87,4
12,266,0,1,2,7,0,2,2,1,1,1,1,1,0,41327,0,5,1,2,0,778.0,0.98,4
6,307,0,1,3,0,0,2,2,2,2,1,1,1,50,41401,0,1,0,1,0,224.0,0.55,4
1,266,0,3,4,7,0,2,1,2,1,2,1,2,0,41326,0,4,1,2,1,394.0,0.89,1
12,109,0,1,3,0,0,3,3,1,1,2,1,1,0,41326,0,1,1,1,1,73.0,0.57,1
2,266,266,3,1,7,0,1,1,2,2,3,1,2,0,41326,0,4,1,2,0,353.0,0.18,4
2,307,103,2,2,0,0,2,1,2,2,2,1,1,0,41326,0,2,0,1,1,481.0,0.98,1
4,266,0,1,6,7,0,2,1,2,1,2,1,1,0,41401,0,1,1,2,1,1624.0,1.0,1
12,266,0,1,1,2,7,1,1,3,3,3,1,1,0,41326,0,3,1,3,0,68.0,0.68,4
12,307,0,1,3,4,0,2,2,3,3,3,1,1,1,41326,0,1,0,2,0,328.0,0.52,4
1,307,218,1,1,2,7,2,2,2,2,2,1,1,0,41326,0,4,0,3,1,277.0,0.8,2
5,307,141,1,1,7,0,2,1,3,3,2,1,1,0,41326,0,4,0,2,1,442.0,0.92,3
2,307,307,3,2,7,0,1,1,2,2,2,1,2,0,41401,0,3,0,2,0,156.0,0.94,4
2,265,266,2,2,6,7,2,1,2,2,2,1,1,0,41326,0,5,0,3,1,266.0,0.92,2
2,307,213,1,3,5,0,2,1,2,2,2,1,1,0,41326,0,2,0,2,1,462.0,0.85,2
13,141,0,2,3,0,0,3,1,1,1,1,1,1,0,41326,0,3,1,1,1,423.0,0.98,3
1,266,266,3,4,6,7,2,1,2,2,2,1,2,0,41401,0,5,1,3,1,155.0,-0.44,2
20,189,0,1,1,0,0,3,2,1,1,1,1,1,300,41326,0,5,1,1,1,266.0,0.92,3
1,266,0,2,6,7,0,1,1,2,2,2,1,1,0,41326,0,7,1,2,1,320.0,0.92,1
1,307,0,2,1,2,7,2,1,2,1,2,1,1,90,41326,0,1,0,3,1,80.0,0.91,3
23,265,0,2,1,7,0,2,2,2,3,3,1,1,0,41324,0,1,1,2,0,70.0,0.92,4
2,307,0,2,1,5,7,2,1,2,2,2,1,1,0,41330,1,7,0,3,1,1239.0,1.0,3
3,292,299,3,2,7,0,2,1,2,2,2,1,3,0,41326,0,5,0,2,1,211.0,0.91,2
3,307,109,2,1,2,7,2,2,1,1,2,1,1,0,41326,0,6,0,3,1,283.0,0.98,3
2,307,0,1,5,0,0,2,2,3,3,2,1,1,0,41326,0,5,0,1,1,68.0,0.57,2
36,307,0,2,1,2,0,2,1,2,2,1,1,1,0,41326,0,3,0,2,0,3.0,0.0,4
4,307,307,2,1,7,0,2,1,1,1,2,1,1,100,41326,0,8,0,2,0,12.0,0.25,4
120,264,266,2,1,2,7,3,3,3,3,3,1,2,50,41401,0,1,0,3,0,198.0,-0.36,4
6,266,0,2,2,4,7,2,1,2,2,2,1,2,0,41326,0,2,1,3,0,159.0,0.88,4
6,266,0,2,1,0,0,2,1,2,2,2,1,1,0,41401,1,1,1,1,0,198.0,0.77,4
2,307,0,1,2,3,0,2,2,1,1,2,1,1,50,41326,0,2,0,2,1,31.0,0.85,2
6,265,0,2,1,2,0,2,2,2,2,2,1,1,0,41401,0,1,1,2,1,69.0,0.57,1
3,39,188,1,1,7,0,2,1,1,1,2,1,2,0,41326,0,6,0,2,1,454.0,0.96,3
2,307,78,3,1,2,7,2,1,1,1,2,1,2,200,41326,0,2,0,3,1,256.0,-0.66,3
12,292,266,1,2,5,7,3,1,2,2,2,1,1,0,41401,0,5,0,3,1,282.0,0.98,2
1,307,103,2,1,2,3,2,1,2,2,2,1,1,0,41401,0,3,0,3,1,217.0,0.48,1
5,266,0,2,1,7,0,2,1,2,1,2,2,1,0,41326,0,2,1,2,1,991.0,0.94,3
12,307,0,2,2,0,0,2,1,1,1,2,1,1,0,41326,0,3,0,1,0,291.0,0.96,4
24,266,0,2,1,4,7,2,1,1,1,1,1,1,100,41326,0,11,1,3,0,313.0,0.98,4
2,266,0,1,1,2,7,2,1,1,1,2,1,1,10,41326,0,3,1,3,1,22.0,0.49,2
24,266,0,2,1,7,0,2,1,1,1,2,1,1,0,41401,0,2,1,2,1,376.0,0.97,3
1,307,0,1,2,7,0,2,1,2,2,2,1,3,0,41326,0,17,0,2,1,678.0,0.97,1
36,285,0,1,1,0,0,2,2,1,1,2,1,1,0,41401,0,2,1,1,1,208.0,0.92,1
1,307,0,2,2,0,0,2,1,3,3,2,1,1,0,41326,0,1,0,1,1,123.0,0.92,3
36,109,0,2,4,5,7,2,2,1,1,1,1,1,0,41401,0,1,1,3,1,316.0,0.92,3
1,307,0,3,1,7,0,2,1,2,2,3,1,2,80,41336,0,2,0,2,1,94.0,0.73,3
4,213,213,1,1,2,3,2,1,3,3,3,1,1,100,41326,0,5,1,3,1,271.0,-0.64,3
13,299,0,2,6,7,0,2,2,2,1,1,1,1,0,41326,0,1,1,2,0,146.0,0.54,4
8,265,0,3,3,4,0,2,2,2,1,2,1,4,0,41326,0,0,1,2,1,365.0,-0.05,3
5,285,265,2,1,2,7,3,2,2,2,2,1,1,0,41401,0,4,0,3,1,618.0,0.99,3
60,179,0,2,5,0,0,2,2,1,1,1,1,1,0,41327,0,2,1,1,0,89.0,0.36,4
3,307,0,2,2,4,0,2,1,1,1,1,1,1,0,41326,0,4,0,2,0,577.0,0.91,4
2,307,0,2,2,0,0,2,1,1,1,2,1,1,0,41326,0,1,0,1,0,105.0,0.92,4
3,141,307,2,2,0,0,2,1,1,1,2,1,1,0,41326,0,5,0,1,1,334.0,0.91,3
2,266,0,3,1,2,7,2,1,2,2,2,1,4,0,41401,0,5,1,3,1,80.0,0.68,1
6,60,0,2,2,7,0,1,1,1,1,2,1,1,0,41327,0,6,1,2,1,755.0,0.99,2
2,307,0,2,1,0,0,2,1,2,1,2,1,1,0,41401,0,6,0,1,1,139.0,0.9,3
36,266,0,1,3,7,0,2,1,1,1,1,1,1,250,41326,0,5,1,2,0,871.0,0.95,4
60,213,0,1,5,7,0,2,2,3,3,3,1,1,0,41327,0,1,1,2,1,318.0,0.38,3
1,307,307,1,1,7,0,2,2,2,1,2,1,1,0,41326,0,4,0,2,1,12.0,0.0,1
5,307,0,2,2,0,0,2,1,1,1,3,1,1,0,41326,0,6,0,1,1,425.0,0.95,2
2,307,0,2,2,7,0,2,1,2,2,2,1,1,0,41326,1,8,0,2,1,280.0,0.97,3
9,307,0,2,2,0,0,2,1,1,2,1,1,1,0,41326,0,1,0,1,0,28.0,0.67,4
2,307,0,2,1,2,0,2,1,3,3,2,1,1,0,41326,0,2,0,2,1,150.0,0.81,2
2,307,0,2,2,0,0,2,2,2,1,2,1,1,0,41327,0,2,0,1,0,483.0,0.08,4
1,307,0,2,2,5,7,2,1,2,1,2,1,1,0,41326,0,11,0,3,1,621.0,1.0,1
7,265,265,1,6,7,0,2,2,1,1,1,1,1,100,41326,0,9,1,2,1,438.0,-0.05,3
2,307,0,1,2,7,0,2,1,1,1,2,1,5,50,41326,0,1,0,2,0,289.0,-0.42,4
1,307,307,2,1,2,0,2,2,2,1,2,1,1,0,41326,0,1,0,2,1,14.0,0.0,3
6,307,0,2,2,0,0,2,1,2,2,2,1,1,0,41401,0,0,0,1,0,62.0,0.87,4
2,307,0,2,1,2,0,2,1,1,1,2,1,1,0,41326,0,3,0,2,0,104.0,0.85,4
5,266,266,1,6,0,0,1,1,2,2,2,1,1,0,41401,0,3,1,1,1,52.0,0.4,2
1,307,0,1,1,2,4,2,2,2,2,2,1,3,0,41326,0,4,0,3,1,326.0,0.79,1
5,72,307,2,1,2,7,1,2,1,1,2,1,1,0,41326,0,2,0,3,1,211.0,0.94,2
5,307,0,1,2,0,0,2,1,1,1,2,1,1,0,41326,0,4,0,1,1,253.0,0.94,3
4,307,0,1,1,2,7,2,1,2,2,2,1,1,0,41401,0,1,0,3,1,69.0,0.26,1
3,307,0,2,2,0,0,2,1,2,2,2,1,1,0,41324,0,5,0,1,1,28.0,0.46,1
36,307,0,2,1,2,0,2,1,1,1,2,1,2,0,41326,0,17,0,2,1,268.0,0.81,3
3,307,0,2,3,0,0,2,1,1,1,1,1,1,0,41401,0,17,0,1,1,445.0,0.99,3
2,307,0,1,1,2,0,2,2,1,1,2,1,1,0,41326,0,2,0,2,1,175.0,0.95,3
1,307,0,2,1,2,7,2,2,2,1,2,1,1,0,41326,0,2,0,3,1,162.0,0.94,3
3,189,307,2,2,5,0,2,1,2,1,2,1,1,0,41327,0,11,0,2,1,47.0,0.81,3
5,307,0,1,1,0,0,2,1,1,1,2,1,1,0,41326,1,5,0,1,0,519.0,0.97,4
6,179,147,2,1,2,7,1,1,1,1,3,1,1,600,41326,0,4,0,3,0,1661.0,1.0,4
6,266,0,2,6,7,0,1,1,2,1,2,1,1,0,41326,0,1,1,2,0,200.0,0.3,4
5,265,0,1,4,7,0,2,2,1,1,2,1,1,0,41326,0,2,1,2,0,301.0,0.74,4
5,266,303,2,1,3,5,2,1,2,1,2,1,1,0,41401,0,15,0,3,1,78.0,0.95,3
4,300,0,1,3,7,0,1,1,2,2,2,1,1,0,41326,0,1,1,2,0,297.0,0.86,4
12,253,0,1,1,7,0,2,1,1,1,1,2,1,0,41326,0,3,1,2,0,1037.0,0.95,4
1,307,0,2,1,2,0,2,1,1,1,2,1,1,0,41326,0,5,0,2,1,244.0,0.87,3
2,307,0,3,1,2,0,2,1,2,1,2,1,5,0,41326,0,1,0,2,1,194.0,0.95,2
5,307,0,2,1,2,5,2,1,1,1,2,1,1,0,41326,0,6,0,3,0,600.0,0.99,4
5,200,0,2,2,0,0,2,1,1,1,2,1,1,0,41326,0,11,1,1,0,640.0,0.99,4
3,307,0,1,1,0,0,2,1,2,1,2,1,1,0,41326,0,2,0,1,1,394.0,0.94,3
1,307,307,3,1,2,0,2,1,2,1,2,2,3,0,41326,0,5,0,2,1,519.0,0.94,1
2,266,0,1,1,7,0,2,1,2,1,2,1,1,0,41326,0,5,1,2,1,127.0,0.92,2
12,42,0,2,1,7,0,1,1,1,1,1,1,1,250,41326,0,3,1,2,1,263.0,0.97,2
4,283,0,2,6,0,0,1,2,2,2,2,1,1,0,41401,0,2,1,1,0,68.0,0.9,4
4,252,0,2,4,5,7,2,1,2,2,2,1,2,0,41326,0,1,1,3,1,153.0,0.98,2
24,152,60,2,2,0,0,1,1,3,3,3,1,1,0,41326,0,4,0,1,1,271.0,-0.43,1
7,117,307,2,1,2,0,2,1,1,1,1,1,1,0,41326,0,4,0,2,1,448.0,0.97,2
2,266,0,2,7,0,0,1,2,2,2,2,1,1,0,41326,0,1,1,1,1,24.0,0.49,3
3,265,0,1,1,0,0,1,2,1,1,2,1,1,0,41326,0,2,1,1,1,1072.0,-0.64,2
2,307,307,2,2,0,0,2,1,2,1,2,1,1,0,41401,0,7,0,1,1,777.0,0.98,2
4,307,0,2,2,7,0,2,1,1,1,1,1,1,0,41326,0,2,0,2,0,434.0,0.99,4
15,307,0,2,4,7,0,2,1,2,2,1,1,1,0,41327,0,1,0,2,0,726.0,0.99,4
6,266,0,1,4,0,0,1,2,2,2,2,1,1,0,41326,0,3,1,1,0,122.0,0.68,4
5,265,0,1,3,7,0,1,2,2,1,2,1,1,150,41326,0,30,1,2,1,3248.0,1.0,2
21,299,0,1,4,7,0,2,1,1,1,1,1,1,0,41326,0,3,1,2,0,212.0,0.91,4
60,69,0,1,1,2,0,2,2,1,1,1,2,1,0,41326,0,2,1,2,1,234.0,0.85,2
1,254,266,2,7,0,0,1,1,2,2,2,1,3,0,41401,0,1,0,1,1,461.0,-0.65,1
2,307,0,1,3,5,0,2,1,2,1,2,1,1,0,41326,0,4,0,2,1,261.0,0.92,2
1,306,288,1,1,7,0,1,2,2,1,2,1,1,0,41401,0,1,0,2,1,255.0,0.94,2
1,292,292,1,5,7,0,1,1,2,2,3,1,2,0,41401,0,1,1,2,0,204.0,0.73,4
2,284,0,1,3,5,0,2,2,1,1,2,1,1,0,41326,0,17,1,2,1,417.0,0.93,3
3,141,307,2,7,0,0,2,1,1,1,2,1,1,0,41326,0,4,0,1,1,199.0,0.96,2
1,254,0,2,1,3,7,1,2,2,1,2,1,1,20,41326,0,2,1,3,1,382.0,0.98,1
2,266,266,2,1,2,4,2,2,2,2,2,1,2,0,41401,0,2,1,3,1,137.0,0.94,1
3,276,303,2,1,2,4,2,3,2,2,2,1,1,0,41326,0,1,0,3,1,358.0,0.96,2
2,265,0,3,1,2,7,2,2,2,2,2,1,4,0,41326,0,5,1,3,1,214.0,0.78,3
15,307,0,2,1,0,0,2,1,1,1,1,1,1,0,41401,0,2,0,1,0,122.0,0.9,4
12,264,264,2,6,7,0,2,3,2,2,1,1,1,100,41326,0,2,1,2,0,78.0,0.9,4
2,307,0,3,1,3,5,2,2,1,2,3,1,8,10,41326,0,7,0,3,0,75.0,0.78,4
1,266,0,3,1,7,0,1,1,2,2,2,1,3,0,41326,0,5,1,2,1,116.0,0.61,2
3,307,0,2,7,0,0,2,1,1,1,2,1,1,200,41326,0,9,0,1,1,1201.0,0.96,2
48,307,0,2,7,0,0,2,1,1,1,2,1,1,0,41326,0,2,0,1,0,136.0,0.46,4
36,69,0,2,2,0,0,1,2,1,1,1,1,1,0,41326,0,1,1,1,1,585.0,0.92,2
0,266,266,1,3,0,0,2,1,2,2,2,1,1,0,41326,0,2,1,1,1,201.0,0.29,1
2,26,307,3,1,2,3,2,2,2,2,2,1,8,0,41326,0,15,0,3,1,145.0,0.84,1
2,266,0,1,3,7,0,2,2,2,2,2,1,1,0,41326,0,1,1,2,1,88.0,0.77,2
1,307,0,1,1,2,0,2,1,2,1,2,1,1,0,41326,0,4,0,2,1,188.0,-0.32,2
3,307,0,1,2,7,0,2,2,1,1,2,1,1,0,41336,0,3,0,2,1,545.0,-0.39,3
78,20,0,1,2,5,7,2,2,2,1,2,1,1,0,41401,0,0,1,3,0,29.0,0.49,4
2,266,0,2,5,7,0,1,1,2,2,2,1,1,20,41326,1,2,1,2,1,25.0,0.0,1
3,307,0,3,1,2,7,2,1,2,2,2,1,4,0,41326,0,4,0,3,0,101.0,0.0,4
3,266,0,1,2,0,0,2,1,1,1,2,1,1,100,41326,0,3,1,1,1,452.0,0.95,3
0,265,0,1,5,0,0,1,2,2,2,2,1,2,0,41332,0,2,1,1,1,448.0,0.9,0
2,266,0,1,1,6,0,2,1,2,1,2,1,1,50,41326,0,5,1,2,1,686.0,0.98,1
1,307,0,3,1,2,0,2,1,2,2,2,1,3,0,41326,0,9,0,2,1,171.0,0.96,2
4,266,0,2,2,7,0,1,1,2,1,2,1,1,0,41401,0,3,1,2,1,221.0,0.82,1
53,205,169,1,2,7,0,1,1,1,1,1,1,1,0,41401,0,2,0,2,1,344.0,0.92,1
132,128,0,2,2,7,0,1,2,1,1,1,1,1,0,41326,0,2,1,2,1,298.0,0.83,1
2,266,0,2,1,2,7,2,1,2,2,2,1,1,0,41326,0,2,1,3,1,168.0,0.97,2
1,307,0,1,1,0,0,2,2,1,1,1,1,1,0,41326,0,3,0,1,1,205.0,0.6,3
1,265,0,3,1,0,0,1,2,2,2,2,1,5,0,41324,0,5,1,1,1,308.0,0.0,3
3,307,0,1,1,0,0,2,1,2,2,2,1,1,0,41401,0,1,0,1,1,103.0,0.82,3
1,264,266,2,1,2,4,1,2,2,2,2,1,1,100,41336,0,2,0,3,1,146.0,0.0,2
3,266,0,1,1,7,0,1,1,1,1,2,1,1,0,41332,0,6,1,2,0,21.0,0.82,4
2,307,0,2,5,0,0,2,1,3,3,2,1,1,0,41326,0,2,0,1,1,125.0,0.92,2
1,307,307,2,1,4,7,2,1,2,2,2,1,1,0,41326,0,1,0,3,0,190.0,0.5,4
12,205,0,1,2,7,0,2,2,1,3,3,1,1,0,41326,0,1,1,2,1,70.0,0.0,0
72,69,0,1,2,3,0,2,3,3,3,2,1,1,0,41401,0,4,1,2,1,625.0,0.99,2
3,292,0,2,2,0,0,1,2,2,1,1,1,1,0,41326,0,1,1,1,1,25.0,0.0,1
1,265,0,2,1,6,7,2,2,2,2,2,1,1,0,41326,0,1,1,3,1,154.0,0.97,1
2,307,0,2,5,0,0,2,2,3,3,3,1,1,0,41324,0,1,0,1,0,64.0,0.71,4
5,265,0,1,6,7,0,2,2,2,2,2,1,1,0,41326,0,5,1,2,1,159.0,0.93,1
18,103,0,1,1,2,3,3,2,3,3,3,1,1,0,41401,0,0,1,3,1,237.0,0.88,1
36,178,213,1,3,5,0,2,3,1,1,1,1,1,0,41326,0,5,0,2,1,710.0,1.0,3
2,266,0,1,6,7,0,1,1,3,3,3,1,1,0,41401,0,7,1,2,1,719.0,0.93,2
6,303,250,2,1,2,0,2,1,2,1,1,1,2,0,41327,0,5,0,2,0,541.0,0.69,4
3,141,307,1,1,0,0,2,1,2,1,2,1,1,0,41326,0,4,0,1,1,31.0,0.78,2
2,299,266,3,3,5,0,2,1,2,2,2,1,2,0,41326,0,7,0,2,1,845.0,0.91,1
8,266,0,2,1,2,7,2,1,1,1,1,1,1,0,41401,0,3,1,3,1,134.0,0.87,3
1,266,0,2,1,0,0,2,1,2,2,2,1,1,0,41335,0,4,1,1,1,816.0,0.98,1
60,307,0,1,2,0,0,2,2,3,3,3,1,1,0,41401,0,4,0,1,0,574.0,0.93,4
1,307,307,3,2,5,7,2,2,2,2,1,1,5,0,41326,0,12,0,3,0,152.0,0.94,4
1,292,266,3,6,7,0,1,2,2,1,2,1,3,0,41327,0,3,0,2,1,233.0,0.0,2
24,205,0,1,1,2,7,2,3,1,1,1,1,1,0,41326,0,1,1,3,1,157.0,0.82,1
1,307,0,2,1,0,0,1,1,2,1,2,1,2,0,41401,0,5,0,1,1,273.0,0.62,2
2,307,0,3,1,5,7,2,1,2,2,2,1,4,0,41326,0,5,0,3,0,279.0,0.93,4
1,265,264,2,1,7,0,2,2,2,2,2,1,1,50,41326,0,6,0,2,1,692.0,0.98,1
12,265,0,1,3,7,0,2,2,1,1,2,1,1,100,41401,0,1,1,2,0,35.0,0.0,4
4,307,0,2,2,0,0,2,1,1,1,1,1,1,0,41401,0,8,0,1,0,597.0,0.73,4
3,307,103,1,1,7,0,2,2,1,1,2,1,1,0,41326,0,5,0,2,1,14.0,0.0,3
6,307,0,1,1,0,0,2,1,1,1,2,1,1,0,41326,0,2,0,1,0,153.0,0.64,4
3,26,307,1,1,2,7,2,1,1,1,3,1,1,0,41326,0,2,0,3,1,251.0,0.73,1
2,307,0,2,2,0,0,2,1,2,1,2,1,1,0,41326,0,2,0,1,1,76.0,0.74,3
2,307,0,2,2,3,0,2,2,1,1,2,1,1,100,41326,0,4,0,2,0,253.0,0.98,4
1,307,0,1,1,2,0,2,1,3,3,3,1,8,0,41401,0,1,0,2,0,20.0,0.4,4
72,231,0,1,7,0,0,2,2,1,1,1,1,1,0,41326,0,1,1,1,1,293.0,0.38,2
2,307,0,2,5,7,0,2,1,2,1,2,1,1,0,41401,0,4,0,2,1,68.0,0.65,3
8,213,213,2,2,5,7,1,2,2,2,1,1,1,50,41326,0,4,1,3,0,111.0,0.92,4
1,307,0,2,5,7,0,3,2,2,2,2,1,1,0,41327,0,2,0,2,1,320.0,0.94,1
2,307,0,2,2,7,0,1,1,3,3,3,1,1,0,41401,0,3,0,2,1,270.0,-0.82,1
